indices,value,var,var_percentage,high,low,date
BET-FI LEI,48719.68,-309.4,-0.63,49064.64,48719.68,2023-05-04
ROTX LEI,29198.12,149.32,0.51,29240.04,29045.42,2023-05-04
BET-XT LEI,1141.65,3.48,0.31,1143.84,1137.12,2023-05-04
BET-XT-TR LEI,2284.73,6.97,0.31,2289.12,2275.65,2023-05-04
BET-NG LEI,1007.3,0.19,0.02,1010.63,1004.76,2023-05-04
BET-BK LEI,2474.21,9.99,0.41,2477.43,2464.22,2023-05-04
BET-TRN LEI,26413.95,124.61,0.47,26458.27,26275.61,2023-05-04
BET-XT-TRN LEI,2267.43,6.91,0.31,2271.79,2258.43,2023-05-04
BET USD,2249.16,4.6,0.2,0.0,0.0,2023-05-04
BET-TR USD,20723.96,42.35,0.2,0.0,0.0,2023-05-04
BETPlus USD,1435.76,2.99,0.21,0.0,0.0,2023-05-04
BET-FI USD,27348.06,-247.63,-0.9,0.0,0.0,2023-05-04
BET-XT USD,665.47,0.25,0.04,0.0,0.0,2023-05-04
BET-XT-TR USD,1734.58,0.65,0.04,0.0,0.0,2023-05-04
BET-NG USD,587.25,-1.47,-0.25,0.0,0.0,2023-05-04
BET-BK USD,1612.52,2.2,0.14,0.0,0.0,2023-05-04
BET-TRN USD,20559.77,42.01,0.2,0.0,0.0,2023-05-04
BET-XT-TRN USD,1721.39,0.63,0.04,0.0,0.0,2023-05-04
BET EUR,9304.65,28.89,0.31,0.0,0.0,2023-05-04
BET-TR EUR,24214.57,75.2,0.31,0.0,0.0,2023-05-04
BETPlus EUR,1747.67,5.49,0.32,0.0,0.0,2023-05-04
BET-FI EUR,21358.36,-170.46,-0.79,0.0,0.0,2023-05-04
BET-XT EUR,798.29,1.14,0.14,0.0,0.0,2023-05-04
BET-XT-TR EUR,2049.79,2.94,0.14,0.0,0.0,2023-05-04
BET-NG EUR,705.15,-1.01,-0.14,0.0,0.0,2023-05-04
BET-BK EUR,2127.38,5.16,0.24,0.0,0.0,2023-05-04
BET-TRN EUR,24214.57,75.2,0.31,0.0,0.0,2023-05-04
BET-XT-TRN EUR,2034.09,2.91,0.14,0.0,0.0,2023-05-04
BET LEI,13288.96,69.64,0.53,13318.96,13219.32,2023-05-05
BET-TR LEI,26765.06,140.25,0.53,26825.49,26624.81,2023-05-05
BETPlus LEI,1977.85,10.86,0.55,1982.14,1966.99,2023-05-05
BET-FI LEI,48716.94,-2.74,-0.01,48962.32,48615.56,2023-05-05
ROTX LEI,29400.15,202.03,0.69,29477.96,29188.7,2023-05-05
BET-XT LEI,1147.0,5.35,0.47,1149.39,1141.65,2023-05-05
BET-XT-TR LEI,2295.44,10.71,0.47,2300.22,2284.73,2023-05-05
BET-NG LEI,1012.69,5.39,0.54,1014.29,1007.1,2023-05-05
BET-BK LEI,2482.01,7.8,0.32,2488.56,2474.21,2023-05-05
BET-TRN LEI,26553.09,139.14,0.53,26613.04,26413.95,2023-05-05
BET-XT-TRN LEI,2278.06,10.63,0.47,2282.8,2267.43,2023-05-05
BET USD,2259.57,10.41,0.46,0.0,0.0,2023-05-05
BET-TR USD,20819.89,95.93,0.46,0.0,0.0,2023-05-05
BETPlus USD,1442.77,7.01,0.49,0.0,0.0,2023-05-05
BET-FI USD,27329.14,-18.92,-0.07,0.0,0.0,2023-05-05
BET-XT USD,668.16,2.69,0.4,0.0,0.0,2023-05-05
BET-XT-TR USD,1741.6,7.02,0.4,0.0,0.0,2023-05-05
BET-NG USD,590.02,2.77,0.47,0.0,0.0,2023-05-05
BET-BK USD,1616.58,4.06,0.25,0.0,0.0,2023-05-05
BET-TRN USD,20654.94,95.17,0.46,0.0,0.0,2023-05-05
BET-XT-TRN USD,1728.36,6.97,0.4,0.0,0.0,2023-05-05
BET EUR,9365.41,60.76,0.65,0.0,0.0,2023-05-05
BET-TR EUR,24372.67,158.1,0.65,0.0,0.0,2023-05-05
BETPlus EUR,1759.52,11.85,0.68,0.0,0.0,2023-05-05
BET-FI EUR,21383.96,25.6,0.12,0.0,0.0,2023-05-05
BET-XT EUR,803.04,4.75,0.6,0.0,0.0,2023-05-05
BET-XT-TR EUR,2061.98,12.19,0.59,0.0,0.0,2023-05-05
BET-NG EUR,709.81,4.66,0.66,0.0,0.0,2023-05-05
BET-BK EUR,2136.76,9.38,0.44,0.0,0.0,2023-05-05
BET-TRN EUR,24372.67,158.1,0.65,0.0,0.0,2023-05-05
BET-XT-TRN EUR,2046.19,12.1,0.59,0.0,0.0,2023-05-05
BET LEI,13230.24,-58.72,-0.44,13314.54,13223.17,2023-05-06
BET-TR LEI,26646.79,-118.27,-0.44,26816.59,26632.56,2023-05-06
BETPlus LEI,1969.56,-8.29,-0.42,1981.67,1968.34,2023-05-06
BET-FI LEI,48838.0,121.06,0.25,48941.35,48612.65,2023-05-06
ROTX LEI,29269.22,-130.93,-0.45,29445.14,29269.22,2023-05-06
BET-XT LEI,1143.52,-3.48,-0.3,1149.61,1142.29,2023-05-06
BET-XT-TR LEI,2288.48,-6.96,-0.3,2300.67,2286.01,2023-05-06
BET-NG LEI,1010.57,-2.12,-0.21,1015.51,1010.57,2023-05-06
BET-BK LEI,2479.03,-2.98,-0.12,2489.33,2476.62,2023-05-06
BET-TRN LEI,26435.76,-117.33,-0.44,26604.21,26421.64,2023-05-06
BET-XT-TRN LEI,2271.15,-6.91,-0.3,2283.25,2268.7,2023-05-06
BET USD,2233.72,-25.85,-1.14,0.0,0.0,2023-05-06
BET-TR USD,20581.68,-238.21,-1.14,0.0,0.0,2023-05-06
BETPlus USD,1426.59,-16.18,-1.12,0.0,0.0,2023-05-06
BET-FI USD,27203.8,-125.34,-0.46,0.0,0.0,2023-05-06
BET-XT USD,661.43,-6.73,-1.01,0.0,0.0,2023-05-06
BET-XT-TR USD,1724.07,-17.53,-1.01,0.0,0.0,2023-05-06
BET-NG USD,584.63,-5.39,-0.91,0.0,0.0,2023-05-06
BET-BK USD,1603.25,-13.33,-0.82,0.0,0.0,2023-05-06
BET-TRN USD,20418.62,-236.32,-1.14,0.0,0.0,2023-05-06
BET-XT-TRN USD,1710.96,-17.4,-1.01,0.0,0.0,2023-05-06
BET EUR,9328.94,-36.47,-0.39,0.0,0.0,2023-05-06
BET-TR EUR,24277.75,-94.92,-0.39,0.0,0.0,2023-05-06
BETPlus EUR,1753.07,-6.45,-0.37,0.0,0.0,2023-05-06
BET-FI EUR,21448.39,64.43,0.3,0.0,0.0,2023-05-06
BET-XT EUR,801.03,-2.01,-0.25,0.0,0.0,2023-05-06
BET-XT-TR EUR,2056.81,-5.17,-0.25,0.0,0.0,2023-05-06
BET-NG EUR,708.7,-1.11,-0.16,0.0,0.0,2023-05-06
BET-BK EUR,2135.32,-1.44,-0.07,0.0,0.0,2023-05-06
BET-TRN EUR,24277.75,-94.92,-0.39,0.0,0.0,2023-05-06
BET-XT-TRN EUR,2041.06,-5.13,-0.25,0.0,0.0,2023-05-06
BET LEI,13183.95,65.56,0.5,13183.95,13036.17,2023-05-07
BET-TR LEI,26553.54,132.03,0.5,26553.54,26255.91,2023-05-07
BETPlus LEI,1963.08,9.51,0.49,1963.08,1941.54,2023-05-07
BET-FI LEI,48511.37,79.38,0.16,48593.69,48189.04,2023-05-07
ROTX LEI,29216.68,160.71,0.55,29216.68,28903.51,2023-05-07
BET-XT LEI,1139.09,4.62,0.41,1139.09,1128.07,2023-05-07
BET-XT-TR LEI,2279.62,9.26,0.41,2279.62,2257.54,2023-05-07
BET-NG LEI,1006.53,1.6,0.16,1006.76,998.44,2023-05-07
BET-BK LEI,2468.01,0.95,0.04,2471.97,2456.5,2023-05-07
BET-TRN LEI,26343.26,130.99,0.5,26343.26,26047.98,2023-05-07
BET-XT-TRN LEI,2262.36,9.19,0.41,2262.36,2240.45,2023-05-07
BET USD,2217.66,5.96,0.27,0.0,0.0,2023-05-07
BET-TR USD,20433.67,54.93,0.27,0.0,0.0,2023-05-07
BETPlus USD,1416.63,3.63,0.26,0.0,0.0,2023-05-07
BET-FI USD,26921.76,-17.64,-0.07,0.0,0.0,2023-05-07
BET-XT USD,656.43,1.16,0.18,0.0,0.0,2023-05-07
BET-XT-TR USD,1711.03,3.04,0.18,0.0,0.0,2023-05-07
BET-NG USD,580.13,-0.41,-0.07,0.0,0.0,2023-05-07
BET-BK USD,1590.21,-3.04,-0.19,0.0,0.0,2023-05-07
BET-TRN USD,20271.8,54.5,0.27,0.0,0.0,2023-05-07
BET-XT-TRN USD,1698.03,3.02,0.18,0.0,0.0,2023-05-07
BET EUR,9330.13,55.26,0.6,0.0,0.0,2023-05-07
BET-TR EUR,24280.81,143.79,0.6,0.0,0.0,2023-05-07
BETPlus EUR,1753.66,10.16,0.58,0.0,0.0,2023-05-07
BET-FI EUR,21382.45,55.36,0.26,0.0,0.0,2023-05-07
BET-XT EUR,800.83,4.01,0.5,0.0,0.0,2023-05-07
BET-XT-TR EUR,2056.3,10.31,0.5,0.0,0.0,2023-05-07
BET-NG EUR,708.43,1.8,0.25,0.0,0.0,2023-05-07
BET-BK EUR,2133.57,2.86,0.13,0.0,0.0,2023-05-07
BET-TRN EUR,24280.81,143.79,0.6,0.0,0.0,2023-05-07
BET-XT-TRN EUR,2040.56,10.23,0.5,0.0,0.0,2023-05-07
BET LEI,13123.85,-60.1,-0.46,13198.11,13116.79,2023-05-08
BET-TR LEI,26432.49,-121.05,-0.46,26582.05,26418.27,2023-05-08
BETPlus LEI,1954.14,-8.94,-0.46,1965.02,1953.37,2023-05-08
BET-FI LEI,48536.48,25.11,0.05,48856.15,48296.02,2023-05-08
ROTX LEI,29061.31,-155.37,-0.53,29248.38,29055.21,2023-05-08
BET-XT LEI,1134.33,-4.76,-0.42,1140.43,1133.48,2023-05-08
BET-XT-TR LEI,2270.09,-9.53,-0.42,2282.3,2268.39,2023-05-08
BET-NG LEI,997.85,-8.68,-0.86,1007.66,997.65,2023-05-08
BET-BK LEI,2459.98,-8.03,-0.33,2472.05,2459.98,2023-05-08
BET-TRN LEI,26223.17,-120.09,-0.46,26371.55,26209.06,2023-05-08
BET-XT-TRN LEI,2252.9,-9.46,-0.42,2265.02,2251.21,2023-05-08
BET USD,2208.74,-8.92,-0.4,0.0,0.0,2023-05-08
BET-TR USD,20351.49,-82.18,-0.4,0.0,0.0,2023-05-08
BETPlus USD,1410.94,-5.69,-0.4,0.0,0.0,2023-05-08
BET-FI USD,26950.22,28.46,0.11,0.0,0.0,2023-05-08
BET-XT USD,654.04,-2.39,-0.36,0.0,0.0,2023-05-08
BET-XT-TR USD,1704.8,-6.23,-0.36,0.0,0.0,2023-05-08
BET-NG USD,575.44,-4.69,-0.81,0.0,0.0,2023-05-08
BET-BK USD,1585.89,-4.32,-0.27,0.0,0.0,2023-05-08
BET-TRN USD,20190.27,-81.53,-0.4,0.0,0.0,2023-05-08
BET-XT-TRN USD,1691.84,-6.19,-0.36,0.0,0.0,2023-05-08
BET EUR,9269.89,-60.24,-0.65,0.0,0.0,2023-05-08
BET-TR EUR,24124.03,-156.78,-0.65,0.0,0.0,2023-05-08
BETPlus EUR,1742.34,-11.32,-0.65,0.0,0.0,2023-05-08
BET-FI EUR,21352.72,-29.73,-0.14,0.0,0.0,2023-05-08
BET-XT EUR,795.96,-4.87,-0.61,0.0,0.0,2023-05-08
BET-XT-TR EUR,2043.8,-12.5,-0.61,0.0,0.0,2023-05-08
BET-NG EUR,700.98,-7.45,-1.05,0.0,0.0,2023-05-08
BET-BK EUR,2122.57,-11.0,-0.52,0.0,0.0,2023-05-08
BET-TRN EUR,24124.03,-156.78,-0.65,0.0,0.0,2023-05-08
BET-XT-TRN EUR,2028.15,-12.41,-0.61,0.0,0.0,2023-05-08
BET LEI,13229.13,105.28,0.8,13262.07,13123.85,2023-05-09
BET-TR LEI,26644.53,212.04,0.8,26710.87,26432.49,2023-05-09
BETPlus LEI,1969.48,15.34,0.79,1974.12,1954.14,2023-05-09
BET-FI LEI,48793.37,256.89,0.53,48955.08,48536.48,2023-05-09
ROTX LEI,29280.7,219.39,0.75,29401.19,29066.44,2023-05-09
BET-XT LEI,1142.88,8.55,0.75,1145.3,1134.33,2023-05-09
BET-XT-TR LEI,2287.21,17.12,0.75,2292.04,2270.09,2023-05-09
BET-NG LEI,1004.01,6.16,0.62,1012.71,997.85,2023-05-09
BET-BK LEI,2475.32,15.34,0.62,2480.52,2459.98,2023-05-09
BET-TRN LEI,26433.53,210.36,0.8,26499.34,26223.17,2023-05-09
BET-XT-TRN LEI,2269.89,16.99,0.75,2274.69,2252.9,2023-05-09
BET USD,2237.82,29.08,1.32,0.0,0.0,2023-05-09
BET-TR USD,20619.43,267.94,1.32,0.0,0.0,2023-05-09
BETPlus USD,1429.27,18.33,1.3,0.0,0.0,2023-05-09
BET-FI USD,27231.11,280.89,1.04,0.0,0.0,2023-05-09
BET-XT USD,662.33,8.29,1.27,0.0,0.0,2023-05-09
BET-XT-TR USD,1726.42,21.62,1.27,0.0,0.0,2023-05-09
BET-NG USD,581.95,6.51,1.13,0.0,0.0,2023-05-09
BET-BK USD,1603.92,18.03,1.14,0.0,0.0,2023-05-09
BET-TRN USD,20456.09,265.82,1.32,0.0,0.0,2023-05-09
BET-XT-TRN USD,1713.3,21.46,1.27,0.0,0.0,2023-05-09
BET EUR,9345.58,75.69,0.82,0.0,0.0,2023-05-09
BET-TR EUR,24321.01,196.98,0.82,0.0,0.0,2023-05-09
BETPlus EUR,1756.27,13.93,0.8,0.0,0.0,2023-05-09
BET-FI EUR,21468.78,116.06,0.54,0.0,0.0,2023-05-09
BET-XT EUR,802.07,6.11,0.77,0.0,0.0,2023-05-09
BET-XT-TR EUR,2059.51,15.71,0.77,0.0,0.0,2023-05-09
BET-NG EUR,705.41,4.43,0.63,0.0,0.0,2023-05-09
BET-BK EUR,2136.11,13.54,0.64,0.0,0.0,2023-05-09
BET-TRN EUR,24321.01,196.98,0.82,0.0,0.0,2023-05-09
BET-XT-TRN EUR,2043.74,15.59,0.77,0.0,0.0,2023-05-09
BET LEI,13244.23,15.1,0.11,13248.89,13188.01,2023-05-10
BET-TR LEI,26681.95,37.42,0.14,26691.39,26568.67,2023-05-10
BETPlus LEI,1971.69,2.21,0.11,1972.18,1963.59,2023-05-10
BET-FI LEI,48923.09,129.72,0.27,48988.63,48646.38,2023-05-10
ROTX LEI,29349.39,68.69,0.23,29358.27,29200.46,2023-05-10
BET-XT LEI,1144.25,1.37,0.12,1144.26,1140.05,2023-05-10
BET-XT-TR LEI,2290.54,3.33,0.15,2290.56,2282.14,2023-05-10
BET-NG LEI,1004.93,0.92,0.09,1006.33,999.79,2023-05-10
BET-BK LEI,2475.65,0.33,0.01,2480.76,2466.99,2023-05-10
BET-TRN LEI,26470.07,36.54,0.14,26479.44,26357.7,2023-05-10
BET-XT-TRN LEI,2273.15,3.26,0.14,2273.16,2264.81,2023-05-10
BET USD,2207.72,-30.1,-1.35,0.0,0.0,2023-05-10
BET-TR USD,20347.47,-271.96,-1.32,0.0,0.0,2023-05-10
BETPlus USD,1410.02,-19.25,-1.35,0.0,0.0,2023-05-10
BET-FI USD,26905.59,-325.52,-1.2,0.0,0.0,2023-05-10
BET-XT USD,653.46,-8.87,-1.34,0.0,0.0,2023-05-10
BET-XT-TR USD,1703.74,-22.68,-1.31,0.0,0.0,2023-05-10
BET-NG USD,573.99,-7.96,-1.37,0.0,0.0,2023-05-10
BET-BK USD,1580.76,-23.16,-1.44,0.0,0.0,2023-05-10
BET-TRN USD,20185.83,-270.26,-1.32,0.0,0.0,2023-05-10
BET-XT-TRN USD,1690.76,-22.54,-1.32,0.0,0.0,2023-05-10
BET EUR,9349.23,3.65,0.04,0.0,0.0,2023-05-10
BET-TR EUR,24336.9,15.89,0.07,0.0,0.0,2023-05-10
BETPlus EUR,1756.92,0.65,0.04,0.0,0.0,2023-05-10
BET-FI EUR,21509.71,40.93,0.19,0.0,0.0,2023-05-10
BET-XT EUR,802.43,0.36,0.04,0.0,0.0,2023-05-10
BET-XT-TR EUR,2060.96,1.45,0.07,0.0,0.0,2023-05-10
BET-NG EUR,705.53,0.12,0.02,0.0,0.0,2023-05-10
BET-BK EUR,2134.79,-1.32,-0.06,0.0,0.0,2023-05-10
BET-TRN EUR,24336.9,15.89,0.07,0.0,0.0,2023-05-10
BET-XT-TRN EUR,2045.14,1.4,0.07,0.0,0.0,2023-05-10
BET LEI,13227.1,-17.13,-0.13,13358.46,13227.1,2023-05-11
BET-TR LEI,26647.59,-34.36,-0.13,26912.12,26647.59,2023-05-11
BETPlus LEI,1969.31,-2.38,-0.12,1988.19,1969.31,2023-05-11
BET-FI LEI,49046.36,123.27,0.25,49248.71,48866.04,2023-05-11
ROTX LEI,29401.17,51.78,0.18,29689.22,29349.39,2023-05-11
BET-XT LEI,1143.1,-1.15,-0.1,1153.19,1143.1,2023-05-11
BET-XT-TR LEI,2288.24,-2.3,-0.1,2308.43,2288.24,2023-05-11
BET-NG LEI,996.72,-8.21,-0.82,1009.94,996.72,2023-05-11
BET-BK LEI,2478.33,2.68,0.11,2495.21,2475.65,2023-05-11
BET-TRN LEI,26435.97,-34.1,-0.13,26698.41,26435.97,2023-05-11
BET-XT-TRN LEI,2270.87,-2.28,-0.1,2290.91,2270.87,2023-05-11
BET USD,2216.31,8.59,0.39,0.0,0.0,2023-05-11
BET-TR USD,20426.71,79.24,0.39,0.0,0.0,2023-05-11
BETPlus USD,1415.63,5.61,0.4,0.0,0.0,2023-05-11
BET-FI USD,27113.34,207.75,0.77,0.0,0.0,2023-05-11
BET-XT USD,656.19,2.73,0.42,0.0,0.0,2023-05-11
BET-XT-TR USD,1710.86,7.12,0.42,0.0,0.0,2023-05-11
BET-NG USD,572.25,-1.74,-0.3,0.0,0.0,2023-05-11
BET-BK USD,1590.68,9.92,0.63,0.0,0.0,2023-05-11
BET-TRN USD,20264.43,78.6,0.39,0.0,0.0,2023-05-11
BET-XT-TRN USD,1697.83,7.07,0.42,0.0,0.0,2023-05-11
BET EUR,9332.6,-16.63,-0.18,0.0,0.0,2023-05-11
BET-TR EUR,24293.74,-43.16,-0.18,0.0,0.0,2023-05-11
BETPlus EUR,1753.95,-2.97,-0.17,0.0,0.0,2023-05-11
BET-FI EUR,21553.42,43.71,0.2,0.0,0.0,2023-05-11
BET-XT EUR,801.23,-1.2,-0.15,0.0,0.0,2023-05-11
BET-XT-TR EUR,2057.89,-3.07,-0.15,0.0,0.0,2023-05-11
BET-NG EUR,699.43,-6.1,-0.86,0.0,0.0,2023-05-11
BET-BK EUR,2136.06,1.27,0.06,0.0,0.0,2023-05-11
BET-TRN EUR,24293.74,-43.16,-0.18,0.0,0.0,2023-05-11
BET-XT-TRN EUR,2042.1,-3.04,-0.15,0.0,0.0,2023-05-11
BET LEI,13373.91,146.81,1.11,13373.91,13227.1,2023-05-12
BET-TR LEI,26943.3,295.71,1.11,26943.3,26647.59,2023-05-12
BETPlus LEI,1991.62,22.31,1.13,1991.62,1969.31,2023-05-12
BET-FI LEI,49189.54,143.18,0.29,49270.22,48934.87,2023-05-12
ROTX LEI,29651.24,250.07,0.85,29651.24,29407.09,2023-05-12
BET-XT LEI,1153.75,10.65,0.93,1153.75,1143.08,2023-05-12
BET-XT-TR LEI,2309.55,21.31,0.93,2309.55,2288.2,2023-05-12
BET-NG LEI,1002.29,5.57,0.56,1006.63,996.72,2023-05-12
BET-BK LEI,2487.92,9.59,0.39,2494.47,2478.33,2023-05-12
BET-TRN LEI,26729.34,293.37,1.11,26729.34,26435.97,2023-05-12
BET-XT-TRN LEI,2292.02,21.15,0.93,2292.02,2270.83,2023-05-12
BET USD,2228.35,12.04,0.54,0.0,0.0,2023-05-12
BET-TR USD,20537.63,110.92,0.54,0.0,0.0,2023-05-12
BETPlus USD,1423.64,8.01,0.57,0.0,0.0,2023-05-12
BET-FI USD,27040.09,-73.25,-0.27,0.0,0.0,2023-05-12
BET-XT USD,658.59,2.4,0.37,0.0,0.0,2023-05-12
BET-XT-TR USD,1717.12,6.26,0.37,0.0,0.0,2023-05-12
BET-NG USD,572.22,-0.03,-0.01,0.0,0.0,2023-05-12
BET-BK USD,1587.89,-2.79,-0.18,0.0,0.0,2023-05-12
BET-TRN USD,20374.48,110.05,0.54,0.0,0.0,2023-05-12
BET-XT-TRN USD,1704.04,6.21,0.37,0.0,0.0,2023-05-12
BET EUR,9438.48,105.88,1.13,0.0,0.0,2023-05-12
BET-TR EUR,24569.3,275.56,1.13,0.0,0.0,2023-05-12
BETPlus EUR,1774.25,20.3,1.16,0.0,0.0,2023-05-12
BET-FI EUR,21621.6,68.18,0.32,0.0,0.0,2023-05-12
BET-XT EUR,808.89,7.66,0.96,0.0,0.0,2023-05-12
BET-XT-TR EUR,2077.56,19.67,0.96,0.0,0.0,2023-05-12
BET-NG EUR,703.51,4.08,0.58,0.0,0.0,2023-05-12
BET-BK EUR,2144.85,8.79,0.41,0.0,0.0,2023-05-12
BET-TRN EUR,24569.3,275.56,1.13,0.0,0.0,2023-05-12
BET-XT-TRN EUR,2061.62,19.52,0.96,0.0,0.0,2023-05-12
BET LEI,13133.79,-200.17,-1.5,13349.12,13077.47,2023-05-13
BET-TR LEI,26459.55,-403.29,-1.5,26893.35,26346.12,2023-05-13
BETPlus LEI,1956.24,-29.16,-1.47,1987.45,1947.9,2023-05-13
BET-FI LEI,48982.47,-115.19,-0.23,49181.67,48810.48,2023-05-13
ROTX LEI,29268.42,-319.79,-1.08,29650.5,29122.08,2023-05-13
BET-XT LEI,1133.75,-16.25,-1.41,1151.1,1129.5,2023-05-13
BET-XT-TR LEI,2269.51,-32.53,-1.41,2304.23,2261.01,2023-05-13
BET-NG LEI,981.08,-19.04,-1.9,1001.69,979.17,2023-05-13
BET-BK LEI,2444.72,-30.79,-1.24,2479.7,2438.87,2023-05-13
BET-TRN LEI,26249.43,-400.09,-1.5,26679.79,26136.9,2023-05-13
BET-XT-TRN LEI,2252.28,-32.28,-1.41,2286.73,2243.84,2023-05-13
BET USD,2177.06,-45.42,-2.04,0.0,0.0,2023-05-13
BET-TR USD,20064.92,-418.67,-2.04,0.0,0.0,2023-05-13
BETPlus USD,1391.14,-28.56,-2.01,0.0,0.0,2023-05-13
BET-FI USD,26787.45,-211.74,-0.78,0.0,0.0,2023-05-13
BET-XT USD,643.83,-12.85,-1.96,0.0,0.0,2023-05-13
BET-XT-TR USD,1678.66,-33.49,-1.96,0.0,0.0,2023-05-13
BET-NG USD,557.22,-13.96,-2.44,0.0,0.0,2023-05-13
BET-BK USD,1552.27,-28.26,-1.79,0.0,0.0,2023-05-13
BET-TRN USD,19905.52,-415.35,-2.04,0.0,0.0,2023-05-13
BET-XT-TRN USD,1665.86,-33.24,-1.96,0.0,0.0,2023-05-13
BET EUR,9260.01,-149.32,-1.59,0.0,0.0,2023-05-13
BET-TR EUR,24104.72,-388.73,-1.59,0.0,0.0,2023-05-13
BETPlus EUR,1741.04,-27.49,-1.55,0.0,0.0,2023-05-13
BET-FI EUR,21509.66,-69.37,-0.32,0.0,0.0,2023-05-13
BET-XT EUR,794.1,-12.08,-1.5,0.0,0.0,2023-05-13
BET-XT-TR EUR,2039.55,-31.04,-1.5,0.0,0.0,2023-05-13
BET-NG EUR,687.96,-13.96,-1.99,0.0,0.0,2023-05-13
BET-BK EUR,2105.55,-28.38,-1.33,0.0,0.0,2023-05-13
BET-TRN EUR,24104.72,-388.73,-1.59,0.0,0.0,2023-05-13
BET-XT-TRN EUR,2023.9,-30.8,-1.5,0.0,0.0,2023-05-13
BET LEI,13126.15,14.9,0.11,13130.29,13083.75,2023-05-14
BET-TR LEI,26444.11,29.93,0.11,26452.48,26358.8,2023-05-14
BETPlus LEI,1954.47,1.66,0.09,1955.25,1947.89,2023-05-14
BET-FI LEI,48941.23,-179.89,-0.37,49217.11,48773.8,2023-05-14
ROTX LEI,29304.29,42.93,0.15,29347.13,29204.62,2023-05-14
BET-XT LEI,1133.21,0.92,0.08,1134.28,1129.59,2023-05-14
BET-XT-TR LEI,2268.42,1.84,0.08,2270.57,2261.18,2023-05-14
BET-NG LEI,977.41,-0.65,-0.07,981.67,971.81,2023-05-14
BET-BK LEI,2445.98,0.87,0.04,2450.29,2441.99,2023-05-14
BET-TRN LEI,26234.12,29.7,0.11,26242.42,26149.48,2023-05-14
BET-XT-TRN LEI,2251.2,1.82,0.08,2253.34,2244.02,2023-05-14
BET USD,2179.99,9.6,0.44,0.0,0.0,2023-05-14
BET-TR USD,20091.89,88.37,0.44,0.0,0.0,2023-05-14
BETPlus USD,1392.56,5.73,0.41,0.0,0.0,2023-05-14
BET-FI USD,26816.52,-10.55,-0.04,0.0,0.0,2023-05-14
BET-XT USD,644.76,2.63,0.41,0.0,0.0,2023-05-14
BET-XT-TR USD,1681.09,6.86,0.41,0.0,0.0,2023-05-14
BET-NG USD,556.21,1.45,0.26,0.0,0.0,2023-05-14
BET-BK USD,1556.07,5.64,0.36,0.0,0.0,2023-05-14
BET-TRN USD,19932.27,87.67,0.44,0.0,0.0,2023-05-14
BET-XT-TRN USD,1668.27,6.8,0.41,0.0,0.0,2023-05-14
BET EUR,9234.43,16.26,0.18,0.0,0.0,2023-05-14
BET-TR EUR,24038.08,42.24,0.18,0.0,0.0,2023-05-14
BETPlus EUR,1735.67,2.56,0.15,0.0,0.0,2023-05-14
BET-FI EUR,21444.65,-65.35,-0.3,0.0,0.0,2023-05-14
BET-XT EUR,791.99,1.14,0.14,0.0,0.0,2023-05-14
BET-XT-TR EUR,2034.12,2.92,0.14,0.0,0.0,2023-05-14
BET-NG EUR,683.89,-0.03,-0.0,0.0,0.0,2023-05-14
BET-BK EUR,2102.03,2.06,0.1,0.0,0.0,2023-05-14
BET-TRN EUR,24038.08,42.24,0.18,0.0,0.0,2023-05-14
BET-XT-TRN EUR,2018.51,2.89,0.14,0.0,0.0,2023-05-14
BET LEI,12891.69,175.34,1.38,12910.1,12685.43,2023-05-15
BET-TR LEI,25972.0,353.21,1.38,26009.05,25556.51,2023-05-15
BETPlus LEI,1919.29,25.71,1.36,1921.89,1888.6,2023-05-15
BET-FI LEI,49143.7,192.11,0.39,49151.72,48921.6,2023-05-15
ROTX LEI,28491.17,474.17,1.69,28528.51,27992.12,2023-05-15
BET-XT LEI,1114.45,11.96,1.08,1116.02,1100.17,2023-05-15
BET-XT-TR LEI,2230.88,23.95,1.09,2234.01,2202.3,2023-05-15
BET-NG LEI,958.59,2.67,0.28,962.76,951.7,2023-05-15
BET-BK LEI,2394.93,13.51,0.57,2397.85,2379.87,2023-05-15
BET-TRN LEI,25765.76,350.41,1.38,25802.52,25353.56,2023-05-15
BET-XT-TRN LEI,2213.93,23.76,1.08,2217.04,2185.57,2023-05-15
BET USD,2131.18,37.03,1.77,0.0,0.0,2023-05-15
BET-TR USD,19642.19,341.23,1.77,0.0,0.0,2023-05-15
BETPlus USD,1361.19,23.37,1.75,0.0,0.0,2023-05-15
BET-FI USD,26803.28,206.89,0.78,0.0,0.0,2023-05-15
BET-XT USD,631.16,9.16,1.47,0.0,0.0,2023-05-15
BET-XT-TR USD,1645.65,23.89,1.47,0.0,0.0,2023-05-15
BET-NG USD,542.99,3.58,0.66,0.0,0.0,2023-05-15
BET-BK USD,1516.56,14.32,0.95,0.0,0.0,2023-05-15
BET-TRN USD,19486.14,338.52,1.77,0.0,0.0,2023-05-15
BET-XT-TRN USD,1633.08,23.71,1.47,0.0,0.0,2023-05-15
BET EUR,9083.07,128.25,1.43,0.0,0.0,2023-05-15
BET-TR EUR,23644.28,333.82,1.43,0.0,0.0,2023-05-15
BETPlus EUR,1706.99,23.75,1.41,0.0,0.0,2023-05-15
BET-FI EUR,21565.61,95.6,0.45,0.0,0.0,2023-05-15
BET-XT EUR,780.06,8.78,1.14,0.0,0.0,2023-05-15
