Symbol,Company_name,Volumne,Turnover_value,Trades,Clean_price_avg_%,Clean_price_open_%,Clean_price_high_%,Clean_price_low_%,Clean_price_close_%,Change_%,ID,Group,Date
PBK28E,Patria Bank Obligatiuni 2028 EUR,4,9991.3,1,99.49,99.49,99.49,99.49,99.49,-0.01,CB,40,2023-02-09
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,23,2127.77,3,92.62,92.5,92.8,92.5,92.8,0.76,CB,40,2023-02-09
R2304A,MINISTERUL FINANTELOR,284,29479.7,9,99.7018,99.7,99.75,99.7,99.7,0.0,IB,40,2023-02-09
R2306A,0,160,16779.4,8,100.2112,100.3,100.6999,100.1,100.66,0.06,IB,40,2023-02-09
R2312B,0,3,306.12,1,100.8898,100.8898,100.8898,100.8898,100.8898,0.0,IB,40,2023-02-09
R2403A,0,351,34483.49,4,95.454,95.7,95.7,95.401,95.401,0.32,IB,40,2023-02-09
R2404AE,0,37,18215.47,1,99.0,99.0,99.0,99.0,99.0,0.0,IB,40,2023-02-09
R2409AE,0,16,7843.3,2,98.8813,98.88,98.9,98.88,98.9,-0.1,IB,40,2023-02-09
R2412A,0,873,82455.54,28,93.6704,95.989,95.989,91.1,95.98,0.0,IB,40,2023-02-09
R2412AE,0,197,98125.7,1,101.0,101.0,101.0,101.0,101.0,0.3,IB,40,2023-02-09
R2504A,0,26,2622.1,1,96.1,96.1,96.1,96.1,96.1,0.0,IB,40,2023-02-09
R2506A,0,31,3310.83,4,101.7601,101.9987,101.9987,101.31,101.49,-0.5,IB,40,2023-02-09
R2509A,0,411,43203.32,14,101.8972,101.9,101.9,101.8,101.8996,0.0,IB,40,2023-02-09
R2512A,0,1188,122608.13,12,101.9954,101.9,102.15,101.9,102.15,0.25,IB,40,2023-02-09
R2603AE,0,24,11110.56,1,93.0,93.0,93.0,93.0,93.0,0.65,IB,40,2023-02-09
R2610AE,0,26,11753.28,3,91.5908,92.0,92.0,91.5003,91.52,-0.52,IB,40,2023-02-09
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,55,5522.3,2,98.4955,98.51,98.51,98.35,98.35,-0.36,IB,40,2023-02-09
R2312A,MINISTERUL FINANTELOR PUBLICE,764,75167.74,9,97.5872,97.62,97.65,97.401,97.65,0.04,IB,40,2023-02-09
R2408A,0,52,5132.4,1,96.3899,96.3899,96.3899,96.3899,96.3899,0.09,IB,40,2023-02-09
R2508AE,0,30,14070.32,5,94.6014,94.701,94.701,94.59,94.59,-0.8,IB,40,2023-02-09
R2512AE,0,5663,2610096.97,22,93.6048,93.71,93.71,93.52,93.6,-0.16,IB,40,2023-02-09
ALB25,Primaria Alba Iulia,5,70.01,1,100.0,100.0,100.0,100.0,100.0,11.1,CB,41,2023-02-10
SRE28,PRIMARIA ORASULUI SIRET,410,18130.72,4,100.38,100.25,100.5,100.25,100.25,-0.25,CB,41,2023-02-10
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,9,21514.3,3,96.55,96.99,96.99,96.0,96.0,-0.01,CB,41,2023-02-10
PBK28E,Patria Bank Obligatiuni 2028 EUR,23,57456.25,5,99.5,99.5,99.5,99.5,99.5,0.01,CB,41,2023-02-10
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,12,1113.79,2,92.9,92.9,92.9,92.9,92.9,0.11,CB,41,2023-02-10
R2304A,MINISTERUL FINANTELOR,6434,665419.56,26,99.3124,99.611,99.92,99.25,99.51,-0.19,IB,41,2023-02-10
R2304AE,0,8,3971.2,1,100.19,100.19,100.19,100.19,100.19,0.49,IB,41,2023-02-10
R2306A,0,29,3054.32,3,100.6413,100.6,100.66,100.6,100.66,0.0,IB,41,2023-02-10
R2312B,0,2,204.12,1,100.8897,100.8897,100.8897,100.8897,100.8897,0.0,IB,41,2023-02-10
R2403A,0,235,23168.25,5,95.7975,95.79,95.799,95.79,95.799,0.42,IB,41,2023-02-10
R2404AE,0,18,8940.6,1,99.9,99.9,99.9,99.9,99.9,0.91,IB,41,2023-02-10
R2410A,0,90,8695.0,2,95.2411,95.29,95.29,95.18,95.18,-0.02,IB,41,2023-02-10
R2412A,0,655,63390.87,8,95.9888,95.9888,95.9888,95.98,95.98,0.0,IB,41,2023-02-10
R2412AE,0,10,4980.7,2,101.0,101.0,101.0,101.0,101.0,0.0,IB,41,2023-02-10
R2506A,0,3,319.65,1,101.49,101.49,101.49,101.49,101.49,0.0,IB,41,2023-02-10
R2509A,0,1486,155570.13,18,101.4505,101.87,101.8987,101.4,101.5,-0.39,IB,41,2023-02-10
R2512A,0,1175,121643.75,18,102.2965,102.3,102.3,102.2,102.2999,0.15,IB,41,2023-02-10
R2603AE,0,44,20394.5,4,93.1227,93.1,93.2,93.1,93.1,0.11,IB,41,2023-02-10
R2306AE,MINISTERUL FINANTELOR - EURO1,117,57756.06,2,99.7575,99.31,99.99,99.31,99.99,0.74,IB,41,2023-02-10
R2312A,MINISTERUL FINANTELOR PUBLICE,392,38587.72,7,97.6278,97.65,97.65,97.52,97.6,-0.05,IB,41,2023-02-10
R2408A,0,694,68298.53,11,96.0929,96.1,96.1,96.0,96.0,-0.4,IB,41,2023-02-10
R2508AE,0,150,70868.0,4,95.3167,95.35,95.35,95.3,95.3,0.75,IB,41,2023-02-10
R2512AE,0,2436,1120524.77,33,93.4235,93.85,93.85,93.2,93.2,-0.43,IB,41,2023-02-10
ALB25,Primaria Alba Iulia,150,2100.69,2,100.0,100.0,100.0,100.0,100.0,0.0,CB,42,2023-02-11
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,58,137284.91,5,95.62,95.73,95.73,95.6,95.6,-0.42,CB,42,2023-02-11
PBK27E,Patria Bank Obligatiuni 2027,1,2519.22,1,100.11,100.11,100.11,100.11,100.11,0.75,CB,42,2023-02-11
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,85,7826.53,4,92.14,92.9,92.9,92.0,92.0,-0.97,CB,42,2023-02-11
R2304A,MINISTERUL FINANTELOR,41,4264.0,4,99.8771,99.8793,99.8793,99.876,99.876,0.37,IB,42,2023-02-11
R2306A,0,45,4740.3,4,100.6479,100.648,100.648,100.6479,100.648,-0.01,IB,42,2023-02-11
R2309AE,0,5,2466.75,1,99.9,99.9,99.9,99.9,99.9,0.0,IB,42,2023-02-11
R2312B,0,901,91965.44,6,100.8803,100.8897,100.8899,100.8,100.8,-0.09,IB,42,2023-02-11
R2403A,0,90,8850.5,3,95.5389,95.8,95.8,95.5001,95.5001,-0.31,IB,42,2023-02-11
R2409AE,0,21,10288.42,3,98.881,98.88,98.9,98.88,98.9,0.0,IB,42,2023-02-11
R2410A,0,7,676.41,1,95.2499,95.2499,95.2499,95.2499,95.2499,0.07,IB,42,2023-02-11
R2412A,0,73,7065.67,3,95.9799,95.98,95.98,95.9799,95.9799,0.0,IB,42,2023-02-11
R2412AE,0,5,2489.3,1,100.9999,100.9999,100.9999,100.9999,100.9999,0.0,IB,42,2023-02-11
R2504A,0,11,1124.48,2,97.4454,97.4899,97.4899,97.0,97.0,0.94,IB,42,2023-02-11
R2506A,0,110,11718.5,4,101.4418,101.4899,101.49,101.2,101.2,-0.29,IB,42,2023-02-11
R2509A,0,268,28106.96,13,101.6069,101.8977,101.8977,101.41,101.41,-0.09,IB,42,2023-02-11
R2512A,0,109,11265.89,7,102.1068,102.2999,102.2999,102.0,102.2899,-0.01,IB,42,2023-02-11
R2603AE,0,4,1850.68,1,93.0,93.0,93.0,93.0,93.0,-0.11,IB,42,2023-02-11
R2610AE,0,19,8622.2,3,92.0,92.0,92.0,92.0,92.0,0.52,IB,42,2023-02-11
R2406AE,MINISTERUL FINANTELOR - EURO,78,38435.16,3,99.0385,99.2,99.2,99.0,99.0,0.25,IB,42,2023-02-11
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,5,503.2,1,98.7079,98.7079,98.7079,98.7079,98.7079,0.36,IB,42,2023-02-11
R2312A,MINISTERUL FINANTELOR PUBLICE,1999,196794.03,19,97.6262,97.65,97.65,97.56,97.56,-0.04,IB,42,2023-02-11
R2408A,0,421,41443.49,7,96.1106,96.1,96.39,96.0,96.0,0.0,IB,42,2023-02-11
R2508AE,0,400,187480.54,11,94.5903,94.7,94.7,94.59,94.59,-0.75,IB,42,2023-02-11
R2512AE,0,1375,632665.0,14,93.5,93.5,93.5,93.4999,93.4999,0.32,IB,42,2023-02-11
HUE26,CJ HUNEDOARA,163,3296.0,2,100.0,100.0,100.0,100.0,100.0,-1.94,CB,43,2023-02-12
TIM26C,MUNICIPIUL TIMISOARA,5,104.13,1,103.0,103.0,103.0,103.0,103.0,0.0,CB,43,2023-02-12
PBK27E,Patria Bank Obligatiuni 2027,3,7556.09,2,100.08,100.12,100.12,99.99,99.99,-0.12,CB,43,2023-02-12
PBK28E,Patria Bank Obligatiuni 2028 EUR,23,57443.96,5,99.5,99.49,99.5,99.49,99.5,0.0,CB,43,2023-02-12
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,204,18762.84,5,91.97,92.9,92.9,91.89,91.89,-0.12,CB,43,2023-02-12
R2304A,MINISTERUL FINANTELOR,109,11324.08,9,99.7279,99.8755,99.8755,99.5101,99.875,0.0,IB,43,2023-02-12
R2306A,0,375,39476.68,16,100.5211,100.6499,100.69,100.1,100.69,0.04,IB,43,2023-02-12
R2312B,0,9,918.54,1,100.8,100.8,100.8,100.8,100.8,0.0,IB,43,2023-02-12
R2403A,0,34,3349.52,3,95.6853,95.7,95.7,95.65,95.65,0.16,IB,43,2023-02-12
R2409AE,0,5,2453.1,2,99.0341,99.0342,99.0342,99.0341,99.0341,0.14,IB,43,2023-02-12
R2412A,0,22,2130.26,2,95.988,95.988,95.988,95.988,95.988,0.01,IB,43,2023-02-12
R2412AE,0,41,20395.43,5,100.9243,100.9997,100.9997,100.8999,100.9,-0.1,IB,43,2023-02-12
R2504A,0,233,23601.46,5,96.4738,97.0,97.0,96.28,96.28,-0.74,IB,43,2023-02-12
R2506A,0,656,69700.0,13,101.1001,101.1001,101.1001,101.1,101.1001,-0.1,IB,43,2023-02-12
R2509A,0,161,16918.97,8,101.7563,101.7395,101.869,101.52,101.52,0.11,IB,43,2023-02-12
R2512A,0,184,19013.13,8,102.0122,102.0,102.15,101.9,101.9,-0.38,IB,43,2023-02-12
R2603AE,0,37,17116.38,3,93.0132,93.4899,93.4899,93.0,93.0,0.0,IB,43,2023-02-12
R2610AE,0,26,11813.32,2,92.1385,92.0,92.2,92.0,92.2,0.22,IB,43,2023-02-12
R2612AE,0,31,14455.92,2,94.8499,94.85,94.85,94.8499,94.8499,2.54,IB,43,2023-02-12
R2406AE,MINISTERUL FINANTELOR - EURO,5,2472.2,1,99.4,99.4,99.4,99.4,99.4,0.4,IB,43,2023-02-12
R2306AE,MINISTERUL FINANTELOR - EURO1,42,20598.13,5,99.174,99.9899,99.9899,99.0106,99.0106,-0.98,IB,43,2023-02-12
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,110,11047.7,4,98.4757,98.455,98.708,98.45,98.708,0.0,IB,43,2023-02-12
R2307AE,MINISTERUL FINANTELOR OBLIGATIUNI 2023 EURO,30,14751.7,2,99.7667,99.75,99.8,99.75,99.8,-0.05,IB,43,2023-02-12
R2312A,MINISTERUL FINANTELOR PUBLICE,1156,113778.84,19,97.5737,97.5301,97.65,97.4204,97.65,0.09,IB,43,2023-02-12
R2408A,0,641,63055.17,15,96.0,96.0,96.0,96.0,96.0,0.0,IB,43,2023-02-12
R2508AE,0,41,19296.23,5,95.0122,95.0,95.4998,95.0,95.4998,0.96,IB,43,2023-02-12
R2512AE,0,3101,1423646.0,21,93.3066,93.5,93.5,93.3,93.5,0.0,IB,43,2023-02-12
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,20,404.5,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,44,2023-02-13
ALB25A,Primaria Alba Iulia,200,2803.48,3,100.0,100.0,100.0,100.0,100.0,-2.9,CB,44,2023-02-13
PBK28E,Patria Bank Obligatiuni 2028 EUR,1,2498.77,1,99.5,99.5,99.5,99.5,99.5,0.0,CB,44,2023-02-13
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,160,14709.58,3,91.91,91.92,91.92,91.91,91.91,0.02,CB,44,2023-02-13
R2304A,MINISTERUL FINANTELOR,71,7387.55,2,99.8733,99.8734,99.8734,99.8732,99.8732,0.0,IB,44,2023-02-13
R2306A,0,190,20018.7,6,100.5908,100.4,100.66,100.4,100.66,-0.03,IB,44,2023-02-13
R2309AE,0,100,49129.22,5,99.4698,99.3302,99.9,99.0,99.9,0.0,IB,44,2023-02-13
R2312B,0,41,4181.18,1,100.7,100.7,100.7,100.7,100.7,-0.1,IB,44,2023-02-13
R2403A,0,9411,927343.77,9,95.6983,95.7,95.7,95.5303,95.5303,-0.13,IB,44,2023-02-13
R2404AE,0,14,6950.86,1,99.9,99.9,99.9,99.9,99.9,0.0,IB,44,2023-02-13
R2409AE,0,22,10801.3,3,99.0703,99.1,99.1,99.0346,99.0346,0.0,IB,44,2023-02-13
R2412A,0,176,16986.96,9,95.6558,95.98,95.98,95.1901,95.978,-0.01,IB,44,2023-02-13
R2412AE,0,41,20382.39,3,100.8217,100.75,100.89,100.75,100.89,-0.01,IB,44,2023-02-13
R2504A,0,550,55587.0,7,96.2273,96.5,96.5,96.2,96.2,-0.08,IB,44,2023-02-13
R2506A,0,9,969.03,2,102.4999,102.4999,102.4999,102.4999,102.4999,1.38,IB,44,2023-02-13
R2509A,0,1040,109224.09,10,101.6732,101.7,101.8997,101.51,101.7,0.18,IB,44,2023-02-13
R2512A,0,669,69111.78,6,101.9661,102.0,102.08,101.9,102.0799,0.18,IB,44,2023-02-13
R2603AE,0,43,19896.96,5,93.0,93.0,93.0,92.9999,93.0,0.0,IB,44,2023-02-13
R2612AE,0,29,13527.05,1,94.8399,94.8399,94.8399,94.8399,94.8399,-0.01,IB,44,2023-02-13
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,200,20114.0,2,98.6,98.6,98.6,98.6,98.6,-0.11,IB,44,2023-02-13
R2312A,MINISTERUL FINANTELOR PUBLICE,2004,196984.97,30,97.426,97.5,97.68,97.0001,97.68,0.03,IB,44,2023-02-13
R2408A,0,1337,131532.31,11,95.9987,96.0,96.0,95.9301,96.0,0.0,IB,44,2023-02-13
R2508AE,0,79,37283.81,5,95.2423,95.0,95.6825,95.0,95.6825,0.19,IB,44,2023-02-13
R2512AE,0,2396,1099549.54,54,93.2424,93.5,93.5,93.21,93.21,-0.31,IB,44,2023-02-13
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,14,271.9,1,96.0,96.0,96.0,96.0,96.0,-4.0,CB,45,2023-02-14
PMB25,OBLIGATIUNI MUN. BUCURESTI 2025,1,9880.79,1,94.7,94.7,94.7,94.7,94.7,0.21,CB,45,2023-02-14
ORV27,PRIMARIA ORASULUI ORAVITA,28,1004.03,1,99.09,99.09,99.09,99.09,99.09,-0.91,CB,45,2023-02-14
SRE28,PRIMARIA ORASULUI SIRET,484,21461.38,6,100.5,100.5,100.5,100.5,100.5,0.25,CB,45,2023-02-14
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,7,16589.34,3,95.6,95.6,95.6,95.6,95.6,0.0,CB,45,2023-02-14
LIBRA32E,LIBRA INTERNET BANK BONDS EUR 2032,4,9897.01,1,100.48,100.48,100.48,100.48,100.48,-0.01,CB,45,2023-02-14
PBK28E,Patria Bank Obligatiuni 2028 EUR,22,54878.51,10,99.24,99.3,99.5,99.12,99.12,-0.38,CB,45,2023-02-14
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,86,7979.84,6,92.75,92.89,92.9,92.6,92.6,0.75,CB,45,2023-02-14
R2304A,MINISTERUL FINANTELOR,112,11650.97,9,99.8389,99.62,99.8732,99.62,99.8727,0.0,IB,45,2023-02-14
R2304AE,0,26,12850.82,2,99.7281,99.73,99.73,99.7202,99.7202,-0.47,IB,45,2023-02-14
R2306A,0,142,14916.58,11,100.2563,100.5999,100.6,100.12,100.5,-0.16,IB,45,2023-02-14
R2312AE,0,75,36956.25,1,100.02,100.02,100.02,100.02,100.02,-0.97,IB,45,2023-02-14
R2312B,0,51,5203.2,5,100.7235,100.75,100.7999,100.3,100.7999,0.1,IB,45,2023-02-14
R2403A,0,691,68033.18,15,95.6061,95.55,95.8,95.52,95.7,0.18,IB,45,2023-02-14
R2404AE,0,86,42055.22,4,98.307,98.4,98.4,98.0,98.4,-1.5,IB,45,2023-02-14
R2409AE,0,10,4914.8,1,99.1,99.1,99.1,99.1,99.1,0.07,IB,45,2023-02-14
R2410A,0,10,966.8,1,95.25,95.25,95.25,95.25,95.25,0.0,IB,45,2023-02-14
R2412A,0,4,387.44,4,95.988,95.988,95.988,95.988,95.988,0.01,IB,45,2023-02-14
R2412AE,0,125,62108.75,3,100.6896,100.65,100.7,100.6,100.7,-0.19,IB,45,2023-02-14
R2504A,0,71,7209.28,8,96.6892,97.29,97.29,96.5,96.5,0.31,IB,45,2023-02-14
R2506A,0,243,25966.17,6,101.6667,101.1002,102.0,101.1002,101.5,-0.98,IB,45,2023-02-14
R2509A,0,714,75035.76,12,101.7157,101.7,101.8994,101.51,101.69,-0.01,IB,45,2023-02-14
R2512A,0,819,84651.84,5,102.0,102.0,102.0,101.9997,101.9997,-0.08,IB,45,2023-02-14
R2603AE,0,101,46767.04,3,92.9999,92.9995,93.0,92.9995,93.0,0.0,IB,45,2023-02-14
R2610AE,0,10,4556.3,1,92.3,92.3,92.3,92.3,92.3,0.11,IB,45,2023-02-14
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,229,23034.27,6,98.6063,98.55,98.65,98.55,98.65,0.05,IB,45,2023-02-14
R2307AE,MINISTERUL FINANTELOR OBLIGATIUNI 2023 EURO,40,19696.4,1,99.8,99.8,99.8,99.8,99.8,0.0,IB,45,2023-02-14
R2312A,MINISTERUL FINANTELOR PUBLICE,1035,101976.64,15,97.6482,97.7,97.7,97.3111,97.65,-0.03,IB,45,2023-02-14
R2408A,0,3043,299399.09,12,95.9994,96.0,96.0,95.92,95.92,-0.08,IB,45,2023-02-14
R2508AE,0,1200,567060.0,1,95.3,95.3,95.3,95.3,95.3,-0.4,IB,45,2023-02-14
R2512AE,0,1364,626365.84,24,93.2306,93.27,93.27,93.2,93.2,-0.01,IB,45,2023-02-14
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,2,40.47,1,100.0,100.0,100.0,100.0,100.0,4.17,CB,46,2023-02-15
LIBRA32E,LIBRA INTERNET BANK BONDS EUR 2032,3,7447.69,2,100.48,100.48,100.48,100.48,100.48,0.0,CB,46,2023-02-15
PBK27E,Patria Bank Obligatiuni 2027,1,2511.36,1,99.3,99.3,99.3,99.3,99.3,-0.69,CB,46,2023-02-15
PBK28E,Patria Bank Obligatiuni 2028 EUR,2,5018.53,1,99.5,99.5,99.5,99.5,99.5,0.38,CB,46,2023-02-15
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,50,4603.17,1,92.0,92.0,92.0,92.0,92.0,-0.65,CB,46,2023-02-15
R2304A,MINISTERUL FINANTELOR,863,89785.84,12,99.8357,99.8726,99.8733,99.8,99.8,-0.07,IB,46,2023-02-15
R2306A,0,25,2632.75,5,100.5,100.5,100.5,100.5,100.5,0.0,IB,46,2023-02-15
R2309AE,0,4,1981.4,1,99.9,99.9,99.9,99.9,99.9,0.0,IB,46,2023-02-15
R2403A,0,719,70928.25,14,95.7976,95.5507,95.8495,95.5507,95.8495,0.16,IB,46,2023-02-15
R2410A,0,300,28733.69,5,94.3397,94.375,94.375,94.221,94.221,-1.08,IB,46,2023-02-15
R2412A,0,305,29530.85,6,95.9416,95.988,95.9899,95.7,95.9898,0.0,IB,46,2023-02-15
R2506A,0,507,53904.7,12,101.1111,101.1002,101.89,101.1002,101.89,0.38,IB,46,2023-02-15
R2509A,0,519,54546.33,11,101.7004,101.69,101.7349,101.65,101.6799,-0.01,IB,46,2023-02-15
R2512A,0,445,45908.1,6,101.7843,101.9997,101.9997,101.75,101.75,-0.24,IB,46,2023-02-15
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,80,8047.2,1,98.6,98.6,98.6,98.6,98.6,-0.05,IB,46,2023-02-15
R2312A,MINISTERUL FINANTELOR PUBLICE,499,49173.37,8,97.6538,97.6,97.7,97.6,97.65,0.0,IB,46,2023-02-15
R2408A,0,6,592.2,2,96.3,96.3,96.3,96.3,96.3,0.4,IB,46,2023-02-15
R2508AE,0,1252,595255.68,3,95.5727,95.58,95.58,95.4,95.5,0.21,IB,46,2023-02-15
R2512AE,0,432,199151.12,11,93.296,93.27,93.4949,93.27,93.4949,0.32,IB,46,2023-02-15
TIM26D,MUNICIPIUL TIMISOARA,20,445.04,2,109.98,109.98,109.98,109.98,109.98,-0.01,CB,47,2023-02-16
PRD26,ORASUL PREDEAL,1,20.53,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,47,2023-02-16
PBK27E,Patria Bank Obligatiuni 2027,5,12545.89,1,99.2,99.2,99.2,99.2,99.2,-0.1,CB,47,2023-02-16
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,186,17111.19,3,91.91,91.92,91.92,91.9,91.9,-0.11,CB,47,2023-02-16
R2304A,MINISTERUL FINANTELOR,1269,132041.01,17,99.8321,99.8,99.8995,99.8,99.8,0.0,IB,47,2023-02-16
R2306A,0,25,2632.75,3,100.48,100.48,100.48,100.48,100.48,-0.02,IB,47,2023-02-16
R2312B,0,19,1941.56,2,100.8463,100.7999,100.888,100.7999,100.888,0.09,IB,47,2023-02-16
R2403A,0,1233,121513.41,12,95.6911,95.77,95.8,95.5505,95.7,-0.16,IB,47,2023-02-16
R2409AE,0,100,48954.0,2,98.384,98.4,98.4,98.38,98.38,-0.73,IB,47,2023-02-16
R2412A,0,213,20634.84,6,95.987,95.9898,95.9999,95.9,95.9,-0.09,IB,47,2023-02-16
R2412AE,0,27,13451.25,2,100.623,100.7,100.7,100.62,100.62,-0.08,IB,47,2023-02-16
R2506A,0,524,55713.16,11,101.0829,101.1001,101.1001,101.0,101.1001,-0.78,IB,47,2023-02-16
R2509A,0,420,44073.27,11,101.5165,101.56,101.56,101.5,101.5,-0.18,IB,47,2023-02-16
R2512A,0,732,75673.49,11,101.9788,101.8888,102.0,101.8888,102.0,0.25,IB,47,2023-02-16
R2603AE,0,60,27871.8,2,92.998,92.998,92.998,92.998,92.998,0.0,IB,47,2023-02-16
R2610AE,0,9,4115.88,2,92.3444,92.3,92.5,92.3,92.5,0.22,IB,47,2023-02-16
R2406AE,MINISTERUL FINANTELOR - EURO,180,89026.2,7,99.0,99.0,99.0,99.0,99.0,-0.4,IB,47,2023-02-16
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,7,705.05,2,98.7299,98.708,98.7387,98.708,98.7387,0.14,IB,47,2023-02-16
R2307AE,MINISTERUL FINANTELOR OBLIGATIUNI 2023 EURO,45,22216.5,2,99.75,99.75,99.75,99.75,99.75,-0.05,IB,47,2023-02-16
R2312A,MINISTERUL FINANTELOR PUBLICE,72,7097.9,6,97.6827,97.65,97.7999,97.603,97.7999,0.15,IB,47,2023-02-16
R2408A,0,224,22080.98,4,96.1558,96.2,96.2,96.1,96.1,-0.21,IB,47,2023-02-16
R2508AE,0,1200,569472.0,1,95.4,95.4,95.4,95.4,95.4,-0.1,IB,47,2023-02-16
R2512AE,0,516,238328.17,14,93.4717,93.495,93.5,93.25,93.5,0.01,IB,47,2023-02-16
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,18,42745.2,1,95.3,95.3,95.3,95.3,95.3,-0.31,CB,48,2023-02-17
PBK28E,Patria Bank Obligatiuni 2028 EUR,2,5002.71,1,99.0,99.0,99.0,99.0,99.0,-0.5,CB,48,2023-02-17
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,232,21378.55,2,92.0,92.01,92.01,92.0,92.0,0.11,CB,48,2023-02-17
R2304A,MINISTERUL FINANTELOR,137,14252.99,4,99.7766,99.81,99.81,99.6213,99.6213,-0.18,IB,48,2023-02-17
R2312B,0,155,15760.4,4,100.28,100.72,100.72,100.07,100.07,-0.81,IB,48,2023-02-17
R2403A,0,953,94130.67,14,95.883,95.8,95.95,95.8,95.8,0.1,IB,48,2023-02-17
R2409AE,0,10,4937.1,2,99.1,99.1,99.1,99.1,99.1,0.73,IB,48,2023-02-17
R2410A,0,179,17295.75,4,95.1443,95.0,95.33,95.0,95.33,1.18,IB,48,2023-02-17
R2412AE,0,2,997.56,1,100.6,100.6,100.6,100.6,100.6,-0.02,IB,48,2023-02-17
R2506A,0,80,8514.76,3,101.1346,101.1001,101.79,101.1001,101.79,0.68,IB,48,2023-02-17
R2509A,0,294,30908.22,7,101.65,101.65,101.65,101.65,101.65,0.15,IB,48,2023-02-17
R2512A,0,296,30609.32,8,101.9404,101.9999,102.0,101.901,101.901,-0.1,IB,48,2023-02-17
R2610AE,0,112,51197.59,5,92.1911,92.9999,92.9999,92.01,92.01,-0.53,IB,48,2023-02-17
R2406AE,MINISTERUL FINANTELOR - EURO,100,49150.6,6,98.242,98.9,98.9,98.0,98.0,-1.01,IB,48,2023-02-17
R2306AE,MINISTERUL FINANTELOR - EURO1,216,106728.01,9,99.3814,99.2001,99.94,99.15,99.94,0.94,IB,48,2023-02-17
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,3,302.28,1,98.7387,98.7387,98.7387,98.7387,98.7387,0.0,IB,48,2023-02-17
R2312A,MINISTERUL FINANTELOR PUBLICE,1052,103725.16,12,97.6681,97.79,97.79,97.6001,97.6001,-0.2,IB,48,2023-02-17
R2408A,0,125,12336.45,5,96.2416,96.2,96.28,96.2,96.28,0.19,IB,48,2023-02-17
R2508AE,0,1400,667166.32,7,95.6753,95.59,95.68,95.59,95.68,0.29,IB,48,2023-02-17
R2512AE,0,8,3692.8,1,93.3,93.3,93.3,93.3,93.3,-0.21,IB,48,2023-02-17
ALB25,Primaria Alba Iulia,5,70.2,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,49,2023-02-18
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,3,7172.56,1,96.2,96.2,96.2,96.2,96.2,0.94,CB,49,2023-02-18
PBK27E,Patria Bank Obligatiuni 2027,1,2426.87,1,99.18,99.18,99.18,99.18,99.18,-0.02,CB,49,2023-02-18
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,166,15271.12,6,91.83,91.82,91.88,91.82,91.88,-0.13,CB,49,2023-02-18
R2304A,MINISTERUL FINANTELOR,201,20913.07,3,99.775,99.7999,99.7999,99.7,99.7999,0.18,IB,49,2023-02-18
R2306A,0,722,76091.21,7,100.4794,100.4799,100.4799,100.47,100.4797,0.0,IB,49,2023-02-18
R2403A,0,176,17397.6,6,95.95,95.95,95.95,95.95,95.95,0.16,IB,49,2023-02-18
R2412AE,0,275,136606.25,2,100.45,100.45,100.45,100.45,100.45,-0.15,IB,49,2023-02-18
R2506A,0,518,55084.16,5,101.0201,101.65,101.65,101.0,101.65,-0.14,IB,49,2023-02-18
R2509A,0,3,315.63,1,101.7,101.7,101.7,101.7,101.7,0.05,IB,49,2023-02-18
R2512A,0,1333,137211.86,25,101.445,101.89,101.8999,101.1793,101.87,-0.03,IB,49,2023-02-18
R2610AE,0,1,459.91,1,92.9994,92.9994,92.9994,92.9994,92.9994,1.08,IB,49,2023-02-18
R2406AE,MINISTERUL FINANTELOR - EURO,245,120591.59,4,98.6463,98.8696,98.8696,98.5,98.5,0.51,IB,49,2023-02-18
