Symbol,Company_name,Volumne,Turnover_value,Trades,Clean_price_avg_%,Clean_price_open_%,Clean_price_high_%,Clean_price_low_%,Clean_price_close_%,Change_%,ID,Group,Date
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,48,122967.62,8,102.8,102.0,103.14,102.0,103.14,1.02,CB,1,2023-01-01
PBK28E,Patria Bank Obligatiuni 2028 EUR,5,13147.74,1,104.1,104.1,104.1,104.1,104.1,0.34,CB,1,2023-01-01
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,95,9552.4,6,98.9,99.28,99.28,98.81,98.81,-0.47,CB,1,2023-01-01
R2210A,MINISTERUL FINANTELOR,12,1206.24,3,99.42,99.4399,99.4399,99.4,99.4,0.71,IB,1,2023-01-01
R2212A,0,103,10298.97,2,99.4,99.4,99.4,99.4,99.4,0.0,IB,1,2023-01-01
R2403A,0,100,9784.6,2,95.126,95.15,95.15,95.11,95.11,0.01,IB,1,2023-01-01
R2410A,0,1903,181843.07,31,94.2854,95.89,95.89,94.0101,94.25,-1.26,IB,1,2023-01-01
R2412A,0,5,508.4,1,101.0,101.0,101.0,101.0,101.0,0.0,IB,1,2023-01-01
R2603AE,0,1510,733353.97,16,96.8294,97.0002,97.25,96.8,96.8,-0.82,IB,1,2023-01-01
R2203A,MINISTERUL FINANTELOR - 2022,202,20681.8,3,99.8851,99.88,99.9,99.88,99.9,0.0,IB,1,2023-01-01
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,15,1492.35,1,97.6499,97.6499,97.6499,97.6499,97.6499,0.15,IB,1,2023-01-01
R2208A,MINISTERUL FINANTELOR PUBLICE,2920,295594.84,22,99.2708,99.78,99.78,99.26,99.27,-0.34,IB,1,2023-01-01
R2312A,0,955,94315.8,2,98.05,98.05,98.05,98.05,98.05,-0.15,IB,1,2023-01-01
R2408A,0,35,3541.65,1,98.98,98.98,98.98,98.98,98.98,0.48,IB,1,2023-01-01
R2508AE,0,277,138353.19,2,100.0,100.0,100.0,100.0,100.0,0.44,IB,1,2023-01-01
R2512AE,0,9529,4691133.68,10,99.2002,99.22,99.22,99.2,99.2,-0.1,IB,1,2023-01-01
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,27,2686.83,4,98.27,98.9,98.9,98.0,98.0,0.0,CB,2,2023-01-02
R2212A,MINISTERUL FINANTELOR,50,5024.0,1,99.1,99.1,99.1,99.1,99.1,0.0,IB,2,2023-01-02
R2304A,0,6347,628535.47,16,98.8488,99.7,100.486,98.8,100.486,0.0,IB,2,2023-01-02
R2403A,0,80,7589.6,3,94.64,94.62,94.7,94.62,94.7,-0.11,IB,2,2023-01-02
R2412A,0,5,495.35,1,97.4776,97.4776,97.4776,97.4776,97.4776,-0.53,IB,2,2023-01-02
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,405,40226.4,6,96.8434,97.49,97.49,96.5001,96.5001,-0.31,IB,2,2023-01-02
R2208A,MINISTERUL FINANTELOR PUBLICE,1968,201621.6,2,99.7,99.7,99.7,99.7,99.7,0.0,IB,2,2023-01-02
R2312A,0,159,15649.29,4,96.9235,97.0,97.29,96.751,96.751,0.05,IB,2,2023-01-02
PBK27E,Patria Bank Obligatiuni 2027,2,4840.29,2,97.08,97.1,97.1,97.06,97.06,-1.89,CB,3,2023-01-03
R2212A,MINISTERUL FINANTELOR,329,34077.78,5,99.7999,99.8,99.84,99.7601,99.84,0.04,IB,3,2023-01-03
R2304A,0,3000,305690.0,9,98.8667,98.92,98.92,98.86,98.86,0.0,IB,3,2023-01-03
R2306A,0,767,78628.18,8,99.474,99.5,99.5,99.3002,99.5,-0.48,IB,3,2023-01-03
R2403A,0,1344,128318.5,14,93.3857,93.37,93.3949,93.37,93.37,0.08,IB,3,2023-01-03
R2410A,0,100,9251.0,1,92.0,92.0,92.0,92.0,92.0,0.0,IB,3,2023-01-03
R2412A,0,1,99.33,1,94.98,94.98,94.98,94.98,94.98,3.17,IB,3,2023-01-03
R2504A,0,10,970.0,1,93.49,93.49,93.49,93.49,93.49,-0.22,IB,3,2023-01-03
R2506A,0,1253,126916.37,17,98.0,98.0,98.0,98.0,98.0,0.0,IB,3,2023-01-03
R2509A,0,569,56932.1,15,98.6364,98.65,98.65,98.6,98.64,-0.01,IB,3,2023-01-03
R2603AE,0,70,31826.2,3,91.2714,91.3,91.3,91.2,91.2,0.22,IB,3,2023-01-03
R2612AE,0,221,99683.25,5,89.8792,89.11,90.0,89.11,90.0,0.0,IB,3,2023-01-03
R2406AE,MINISTERUL FINANTELOR - EURO,43,21009.98,2,98.2325,98.0,98.9999,98.0,98.9999,0.51,IB,3,2023-01-03
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,90,8845.2,1,97.1,97.1,97.1,97.1,97.1,0.0,IB,3,2023-01-03
R2307AE,MINISTERUL FINANTELOR OBLIGATIUNI 2023 EURO,473,231476.74,2,99.0,99.0,99.0,99.0,99.0,0.0,IB,3,2023-01-03
R2312A,MINISTERUL FINANTELOR PUBLICE,270,25921.7,7,96.1061,96.09,96.299,96.09,96.1,0.1,IB,3,2023-01-03
R2408A,0,1283,121609.32,5,93.4951,93.5,93.5,93.25,93.5,-0.33,IB,3,2023-01-03
R2512AE,0,59,26856.24,5,92.4686,92.499,92.499,92.2,92.499,0.0,IB,3,2023-01-03
HUE26,CJ HUNEDOARA,100,2167.36,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,4,2023-01-04
PRD26,ORASUL PREDEAL,75,1373.9,1,91.25,91.25,91.25,91.25,91.25,15.0,CB,4,2023-01-04
TIM26,PRIMARIA MUNICIPIULUI TIMISOARA,100,2144.65,3,99.0,98.99,99.0,98.99,99.0,0.01,CB,4,2023-01-04
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,35,3149.35,4,89.83,89.87,89.87,89.65,89.65,-0.16,CB,4,2023-01-04
R2212A,MINISTERUL FINANTELOR,38,3940.98,1,99.8999,99.8999,99.8999,99.8999,99.8999,0.06,IB,4,2023-01-04
R2304A,0,292,29760.64,6,98.8465,98.8503,98.8503,98.8451,98.8451,-0.02,IB,4,2023-01-04
R2304AE,0,25,12410.2,2,99.7416,99.6,99.836,99.6,99.836,0.48,IB,4,2023-01-04
R2306A,0,862,88308.3,12,99.3459,99.5,99.8,99.2,99.7999,0.3,IB,4,2023-01-04
R2403A,0,162,15466.57,6,93.361,93.31,93.3987,93.31,93.32,-0.05,IB,4,2023-01-04
R2404AE,0,10,4885.7,1,97.9,97.9,97.9,97.9,97.9,-0.07,IB,4,2023-01-04
R2410A,0,158,14621.32,5,91.9996,91.9999,92.0,91.999,92.0,0.0,IB,4,2023-01-04
R2412A,0,1,99.37,1,94.98,94.98,94.98,94.98,94.98,0.0,IB,4,2023-01-04
R2506A,0,1981,200806.04,15,98.0061,98.0,98.9998,98.0,98.9998,1.02,IB,4,2023-01-04
R2509A,0,2189,219201.06,25,98.6475,98.65,98.6996,98.6,98.6995,0.06,IB,4,2023-01-04
R2603AE,0,9,4126.86,1,91.7943,91.7943,91.7943,91.7943,91.7943,0.65,IB,4,2023-01-04
R2610AE,0,11,4873.93,2,89.4909,89.5,89.5,89.49,89.49,-0.01,IB,4,2023-01-04
R2612AE,0,102,46200.45,7,89.9971,90.0,90.0,89.9,90.0,0.0,IB,4,2023-01-04
R2312A,MINISTERUL FINANTELOR PUBLICE,932,89286.85,15,95.8713,95.81,96.1898,95.75,96.15,0.05,IB,4,2023-01-04
R2508AE,0,6,2802.78,1,94.0,94.0,94.0,94.0,94.0,0.0,IB,4,2023-01-04
R2512AE,0,109,49775.94,6,92.4998,92.499,92.5,92.499,92.5,0.0,IB,4,2023-01-04
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,30,651.39,1,100.0,100.0,100.0,100.0,100.0,1.01,CB,5,2023-01-05
PMB25,OBLIGATIUNI MUN. BUCURESTI 2025,21,197408.62,8,91.0,91.0,91.0,91.0,91.0,0.0,CB,5,2023-01-05
TIM26,PRIMARIA MUNICIPIULUI TIMISOARA,18,386.66,1,99.0,99.0,99.0,99.0,99.0,0.0,CB,5,2023-01-05
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,166,14932.35,6,89.66,89.7,89.7,89.62,89.62,-0.03,CB,5,2023-01-05
R2304A,MINISTERUL FINANTELOR,203,20779.08,2,99.1995,99.1995,99.1995,99.1995,99.1995,0.53,IB,5,2023-01-05
R2304AE,0,25,12362.05,2,99.58,99.5,99.6,99.5,99.6,0.2,IB,5,2023-01-05
R2306A,0,155,15982.52,9,99.873,99.85,100.0,99.8,100.0,0.23,IB,5,2023-01-05
R2403A,0,1026,98547.49,18,93.8801,93.7998,93.9498,93.7998,93.94,0.36,IB,5,2023-01-05
R2404AE,0,78,38062.44,5,98.0,98.0,98.0,98.0,98.0,0.1,IB,5,2023-01-05
R2410A,0,148,13771.65,5,92.4332,92.3798,92.6178,92.3798,92.6177,0.26,IB,5,2023-01-05
R2412A,0,30,2965.8,1,94.39,94.39,94.39,94.39,94.39,-0.62,IB,5,2023-01-05
R2504A,0,786,76862.52,9,94.1294,94.0,94.299,94.0,94.299,0.32,IB,5,2023-01-05
R2506A,0,366,37535.02,14,99.0547,99.0001,99.25,99.0,99.0,0.71,IB,5,2023-01-05
R2509A,0,717,72756.74,18,99.8335,99.5988,99.9497,99.465,99.465,0.17,IB,5,2023-01-05
R2610AE,0,562,249882.06,4,90.0,90.0,90.0,90.0,90.0,0.01,IB,5,2023-01-05
R2406AE,MINISTERUL FINANTELOR - EURO,11,5366.68,1,98.022,98.022,98.022,98.022,98.022,-0.99,IB,5,2023-01-05
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,150,14760.0,9,97.1301,97.1001,97.25,97.1001,97.25,0.0,IB,5,2023-01-05
R2312A,MINISTERUL FINANTELOR PUBLICE,1882,180894.87,23,96.1084,96.1398,96.1797,96.1,96.1797,0.08,IB,5,2023-01-05
R2408A,0,599,57098.45,11,93.9059,93.7,94.245,93.32,94.245,0.26,IB,5,2023-01-05
R2512AE,0,20,9133.0,2,92.71,92.71,92.71,92.71,92.71,0.0,IB,5,2023-01-05
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,22,478.06,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,6,2023-01-06
TIM26D,MUNICIPIUL TIMISOARA,1,21.71,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,6,2023-01-06
AUT24E,Obligatiuni Autonom Services 2024,15,68958.94,1,93.11,93.11,93.11,93.11,93.11,0.12,CB,6,2023-01-06
PBK28E,Patria Bank Obligatiuni 2028 EUR,10,24514.94,5,98.5,98.5,98.5,98.5,98.5,0.0,CB,6,2023-01-06
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,38,3429.08,2,89.88,89.88,89.88,89.88,89.88,0.09,CB,6,2023-01-06
R2304A,MINISTERUL FINANTELOR,156,15987.96,5,99.2869,99.39,99.39,99.23,99.39,-0.01,IB,6,2023-01-06
R2306A,0,160,16448.56,5,99.5135,99.8699,99.8699,99.31,99.85,0.01,IB,6,2023-01-06
R2403A,0,1203,115726.1,20,93.9979,94.0,94.25,93.9,94.25,0.27,IB,6,2023-01-06
R2404AE,0,16,7797.56,3,97.9594,97.97,97.97,97.8,97.8,1.66,IB,6,2023-01-06
R2409AE,0,15,7349.25,1,99.0,99.0,99.0,99.0,99.0,-1.0,IB,6,2023-01-06
R2410A,0,125,11699.25,3,92.944,92.97,92.97,92.7,92.7,-0.11,IB,6,2023-01-06
R2412A,0,5,474.55,1,94.9988,94.9988,94.9988,94.9988,94.9988,0.76,IB,6,2023-01-06
R2504A,0,405,39901.05,3,94.811,94.8887,94.8887,94.8,94.8,0.85,IB,6,2023-01-06
R2506A,0,400,40974.2,10,98.8659,99.1,99.1,98.52,98.52,-0.98,IB,6,2023-01-06
R2509A,0,428,43495.49,22,99.9149,99.92,99.92,99.87,99.92,0.0,IB,6,2023-01-06
R2603AE,0,13,5917.08,2,91.4,91.4,91.4,91.4,91.4,0.44,IB,6,2023-01-06
R2306AE,MINISTERUL FINANTELOR - EURO1,18,8828.1,1,99.025,99.025,99.025,99.025,99.025,0.0,IB,6,2023-01-06
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,50,4945.0,1,97.6,97.6,97.6,97.6,97.6,0.0,IB,6,2023-01-06
R2312A,MINISTERUL FINANTELOR PUBLICE,2850,274187.67,38,96.1662,96.26,96.3,96.031,96.2,-0.06,IB,6,2023-01-06
R2408A,0,44,4213.0,2,94.3,94.3,94.3,94.3,94.3,-0.2,IB,6,2023-01-06
R2512AE,0,1869,851980.89,51,92.6192,93.0,93.0,92.3,92.5,-0.48,IB,6,2023-01-06
PBK28E,Patria Bank Obligatiuni 2028 EUR,5,12178.1,3,98.0,98.0,98.0,98.0,98.0,-0.51,CB,7,2023-01-07
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,359,32551.18,11,90.29,89.65,90.45,89.65,90.44,0.62,CB,7,2023-01-07
R2304A,MINISTERUL FINANTELOR,40,4097.3,2,99.221,99.29,99.29,99.198,99.198,-0.19,IB,7,2023-01-07
R2304AE,0,25,12304.75,3,99.375,99.375,99.375,99.375,99.375,0.28,IB,7,2023-01-07
R2306A,0,432,44510.26,11,99.723,99.7,99.9999,99.45,99.9999,0.15,IB,7,2023-01-07
R2309AE,0,403,194061.35,14,97.622,98.6,98.6,96.0,96.0,-4.78,IB,7,2023-01-07
R2403A,0,51,4919.11,2,94.2431,93.9,94.25,93.9,94.25,0.0,IB,7,2023-01-07
R2409AE,0,15,7337.25,1,99.0,99.0,99.0,99.0,99.0,0.0,IB,7,2023-01-07
R2410A,0,233,21757.08,8,92.7181,92.97,92.97,92.5501,92.6,-0.11,IB,7,2023-01-07
R2412A,0,9,854.28,1,94.9986,94.9986,94.9986,94.9986,94.9986,0.0,IB,7,2023-01-07
R2504A,0,275,27010.5,6,94.5,94.5,94.5,94.5,94.5,-0.32,IB,7,2023-01-07
R2506A,0,29,2998.31,3,99.7999,99.7999,99.7999,99.7999,99.7999,1.3,IB,7,2023-01-07
R2509A,0,990,100647.75,14,99.9317,99.92,99.948,99.92,99.92,0.0,IB,7,2023-01-07
R2603AE,0,49,22266.58,4,91.4,91.4,91.4,91.4,91.4,0.0,IB,7,2023-01-07
R2610AE,0,2,911.58,2,92.5,92.0,93.0,92.0,93.0,3.33,IB,7,2023-01-07
R2612AE,0,50,22153.51,3,90.22,91.0,91.0,90.0,90.0,-4.02,IB,7,2023-01-07
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,466,46092.06,6,97.6,97.6,97.6,97.6,97.6,0.0,IB,7,2023-01-07
R2307AE,MINISTERUL FINANTELOR OBLIGATIUNI 2023 EURO,200,97270.98,9,98.6012,99.35,99.35,98.5506,98.5506,-0.45,IB,7,2023-01-07
R2312A,MINISTERUL FINANTELOR PUBLICE,915,88122.09,17,96.2583,96.3,96.3,96.202,96.23,0.03,IB,7,2023-01-07
R2508AE,0,37,17149.17,7,93.6971,94.387,94.387,93.52,93.52,0.02,IB,7,2023-01-07
R2512AE,0,2881,1309587.36,19,92.5,92.5,92.5,92.5,92.5,0.0,IB,7,2023-01-07
HUE26,CJ HUNEDOARA,2,43.51,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,8,2023-01-08
IAS28,MUNICIPIUL IASI,1,39.08,1,110.0,110.0,110.0,110.0,110.0,0.0,CB,8,2023-01-08
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,2,4844.72,2,95.5,96.0,96.0,95.0,95.0,0.4,CB,8,2023-01-08
PBK28E,Patria Bank Obligatiuni 2028 EUR,16,39038.29,4,98.0,98.0,98.0,98.0,98.0,0.0,CB,8,2023-01-08
R2304A,MINISTERUL FINANTELOR,1564,160075.42,17,99.1,99.39,99.4,98.96,99.1,-0.1,IB,8,2023-01-08
R2304AE,0,40,19701.56,2,99.3185,99.28,99.39,99.28,99.39,0.02,IB,8,2023-01-08
R2306A,0,153,15787.59,5,99.8168,99.99,99.9999,99.46,99.989,-0.01,IB,8,2023-01-08
R2403A,0,600,57703.62,11,93.9428,94.15,94.15,93.8701,94.1,-0.16,IB,8,2023-01-08
R2410A,0,133,12405.42,5,92.5839,92.6001,92.6001,92.4501,92.6,0.0,IB,8,2023-01-08
R2412A,0,30,2833.8,2,94.5,94.5,94.5,94.5,94.5,-0.52,IB,8,2023-01-08
R2504A,0,358,35220.56,5,94.6115,94.5,94.8,94.5,94.8,0.32,IB,8,2023-01-08
R2506A,0,280,28848.0,4,99.3784,98.62,99.7997,98.62,99.7997,0.0,IB,8,2023-01-08
R2509A,0,1199,121949.22,19,99.9095,99.948,99.955,99.85,99.955,0.04,IB,8,2023-01-08
R2603AE,0,78,35637.56,5,91.7757,91.4,91.998,91.4,91.998,0.65,IB,8,2023-01-08
R2612AE,0,130,57362.24,5,89.7201,89.9,89.9,89.7,89.7,-0.33,IB,8,2023-01-08
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,456,45116.64,2,97.6,97.6,97.6,97.6,97.6,0.0,IB,8,2023-01-08
R2312A,MINISTERUL FINANTELOR PUBLICE,1871,180190.75,38,96.2173,96.23,96.3,96.2,96.3,0.07,IB,8,2023-01-08
R2512AE,0,784,358448.19,12,92.9139,92.5,93.0,92.5,92.98,0.52,IB,8,2023-01-08
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,19,413.52,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,9,2023-01-09
TIM26,PRIMARIA MUNICIPIULUI TIMISOARA,27,581.18,1,99.0,99.0,99.0,99.0,99.0,0.0,CB,9,2023-01-09
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,2,4714.17,1,95.97,95.97,95.97,95.97,95.97,1.02,CB,9,2023-01-09
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,125,11336.19,5,90.2,90.44,90.47,90.0,90.46,0.03,CB,9,2023-01-09
R2304A,MINISTERUL FINANTELOR,23,2359.61,3,99.3117,99.39,99.39,99.3,99.3,0.2,IB,9,2023-01-09
R2304AE,0,690,339963.75,22,99.2907,99.33,99.33,99.25,99.33,-0.02,IB,9,2023-01-09
R2306A,0,970,99840.5,12,99.5192,99.4601,99.9499,99.4601,99.93,-0.06,IB,9,2023-01-09
R2403A,0,672,64802.7,12,94.1826,94.1899,94.2,94.1,94.2,0.01,IB,9,2023-01-09
R2404AE,0,20,9734.0,1,97.8,97.8,97.8,97.8,97.8,0.0,IB,9,2023-01-09
R2409AE,0,1,490.19,1,99.0,99.0,99.0,99.0,99.0,-0.1,IB,9,2023-01-09
R2410A,0,265,24792.2,9,92.8455,92.9698,92.97,92.6403,92.6403,0.0,IB,9,2023-01-09
R2412A,0,1,94.28,1,94.2882,94.2882,94.2882,94.2882,94.2882,-0.22,IB,9,2023-01-09
R2504A,0,352,34707.2,4,94.8,94.8,94.8,94.8,94.8,-0.73,IB,9,2023-01-09
R2506A,0,350,35968.96,11,99.0684,98.65,101.6999,98.65,101.6498,1.85,IB,9,2023-01-09
R2509A,0,316,32205.28,11,100.0752,100.0,100.14,100.0,100.1,0.14,IB,9,2023-01-09
R2612AE,0,4,1801.12,1,91.5,91.5,91.5,91.5,91.5,2.01,IB,9,2023-01-09
R2406AE,MINISTERUL FINANTELOR - EURO,100,48566.5,2,97.6,97.4,97.8,97.4,97.8,-0.2,IB,9,2023-01-09
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,110,10900.8,3,97.7482,97.74,97.75,97.74,97.75,0.15,IB,9,2023-01-09
R2312A,MINISTERUL FINANTELOR PUBLICE,2110,203830.57,20,96.492,96.35,96.636,96.35,96.45,0.12,IB,9,2023-01-09
R2512AE,0,481,220246.21,12,92.9964,92.98,93.0,92.98,92.989,0.07,IB,9,2023-01-09
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,6,130.62,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,10,2023-01-10
IAS28,MUNICIPIUL IASI,4,133.84,1,94.01,94.01,94.01,94.01,94.01,-14.54,CB,10,2023-01-10
PMB25,OBLIGATIUNI MUN. BUCURESTI 2025,1,9344.38,1,90.3,90.3,90.3,90.3,90.3,-0.77,CB,10,2023-01-10
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,2,4722.68,1,95.98,95.98,95.98,95.98,95.98,0.01,CB,10,2023-01-10
PBK27E,Patria Bank Obligatiuni 2027,1,2474.16,1,98.85,98.85,98.85,98.85,98.85,1.38,CB,10,2023-01-10
PBK28E,Patria Bank Obligatiuni 2028 EUR,8,19667.97,3,98.5,98.5,98.5,98.5,98.5,0.51,CB,10,2023-01-10
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,2,181.93,1,90.46,90.46,90.46,90.46,90.46,0.0,CB,10,2023-01-10
R2304A,MINISTERUL FINANTELOR,762,78246.04,6,99.3918,99.3,99.4,99.3,99.4,0.1,IB,10,2023-01-10
R2304AE,0,55,27130.35,4,99.2546,99.2001,99.35,99.2,99.2,-0.13,IB,10,2023-01-10
R2306A,0,849,87515.45,14,99.6508,99.6111,99.95,99.6,99.85,-0.08,IB,10,2023-01-10
R2309AE,0,110,54177.6,3,99.5018,98.9,99.6,98.9,99.6,3.75,IB,10,2023-01-10
R2403A,0,1452,139684.8,15,93.9419,93.9302,94.1999,93.88,94.1,-0.11,IB,10,2023-01-10
R2404AE,0,40,19277.6,3,96.6758,96.3011,97.7997,96.3011,97.7997,0.0,IB,10,2023-01-10
R2410A,0,270,25207.2,5,92.6401,92.6403,92.6403,92.64,92.6401,0.0,IB,10,2023-01-10
R2504A,0,291,28687.61,4,94.7729,94.8,94.8,94.5,94.5,-0.32,IB,10,2023-01-10
R2506A,0,335,34401.95,8,98.9724,100.0,100.0,98.71,99.9999,-1.62,IB,10,2023-01-10
R2509A,0,968,98569.75,13,99.9683,100.02,100.1,99.86,100.1,0.0,IB,10,2023-01-10
R2603AE,0,100,45367.9,3,90.9199,90.9202,90.9202,90.91,90.91,-1.18,IB,10,2023-01-10
R2610AE,0,59,26221.9,4,89.8658,90.0,90.0,89.7301,89.75,-3.47,IB,10,2023-01-10
R2306AE,MINISTERUL FINANTELOR - EURO1,40,19653.2,3,99.0236,99.0257,99.0257,99.0222,99.0222,0.0,IB,10,2023-01-10
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,454,44962.05,7,97.6754,97.65,97.77,97.51,97.77,0.02,IB,10,2023-01-10
R2307AE,MINISTERUL FINANTELOR OBLIGATIUNI 2023 EURO,140,68334.0,7,98.6151,98.6701,98.6701,98.56,98.6701,0.12,IB,10,2023-01-10
R2312A,MINISTERUL FINANTELOR PUBLICE,4426,426053.85,41,96.1417,96.45,96.45,95.851,96.22,-0.24,IB,10,2023-01-10
R2408A,0,168,16102.12,4,94.3078,94.35,94.35,94.3015,94.3015,0.0,IB,10,2023-01-10
R2508AE,0,50,23224.47,4,93.563,93.7,93.7,93.5,93.5,-0.02,IB,10,2023-01-10
R2512AE,0,128,58705.48,10,92.9973,92.989,93.0,92.989,93.0,0.01,IB,10,2023-01-10
HUE26A,CJ HUNEDOARA,230,5008.34,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,11,2023-01-11
PBK28E,Patria Bank Obligatiuni 2028 EUR,1,2460.32,1,98.5,98.5,98.5,98.5,98.5,0.0,CB,11,2023-01-11
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,102,9233.45,6,90.0,90.03,90.03,89.68,89.68,-0.86,CB,11,2023-01-11
R2304A,MINISTERUL FINANTELOR,567,58213.77,9,99.3598,99.2503,99.3998,99.2503,99.3402,-0.06,IB,11,2023-01-11
R2306A,0,832,85746.93,8,99.6116,99.95,99.95,99.501,99.85,0.0,IB,11,2023-01-11
R2403A,0,479,46148.41,9,94.0732,94.1999,94.2,93.96,93.97,-0.14,IB,11,2023-01-11
R2412A,0,105,9837.25,3,93.6782,93.7002,93.7002,93.65,93.65,-0.68,IB,11,2023-01-11
R2509A,0,401,40892.2,9,100.0933,100.0,100.1799,100.0,100.17,0.07,IB,11,2023-01-11
R2603AE,0,1,458.82,1,91.9101,91.9101,91.9101,91.9101,91.9101,1.1,IB,11,2023-01-11
R2610AE,0,21,9324.42,1,89.731,89.731,89.731,89.731,89.731,-0.02,IB,11,2023-01-11
R2612AE,0,211,93648.13,7,90.0,90.0,90.0,90.0,90.0,-1.64,IB,11,2023-01-11
R2406AE,MINISTERUL FINANTELOR - EURO,218,105489.51,8,97.0258,97.072,97.072,97.0,97.0,-0.82,IB,11,2023-01-11
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,40,3965.6,2,97.77,97.77,97.77,97.77,97.77,0.0,IB,11,2023-01-11
R2312A,MINISTERUL FINANTELOR PUBLICE,5200,500120.26,37,96.0471,96.4,96.42,96.0,96.42,0.21,IB,11,2023-01-11
R2408A,0,330,31654.9,8,94.3725,94.35,94.5,94.251,94.5,0.21,IB,11,2023-01-11
R2508AE,0,504,233882.4,19,93.4116,94.38,94.38,93.0,93.0,-0.53,IB,11,2023-01-11
R2512AE,0,731,335470.52,9,93.0,92.9999,93.0,92.9999,93.0,0.0,IB,11,2023-01-11
HUE26A,CJ HUNEDOARA,2,43.58,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,12,2023-01-12
IMP26E,IMPACT DEVELOPER & CONTRACTOR 2026 EUR,4,9443.5,2,95.97,95.96,95.97,95.96,95.97,-0.01,CB,12,2023-01-12
PBK28E,Patria Bank Obligatiuni 2028 EUR,4,9833.4,1,98.5,98.5,98.5,98.5,98.5,0.0,CB,12,2023-01-12
BRK26,SSIF BRK FINANCIAL GROUP - Ob. 2026,100,9030.11,3,89.71,89.71,89.71,89.71,89.71,0.03,CB,12,2023-01-12
R2304A,MINISTERUL FINANTELOR,1189,122088.43,11,99.3416,99.3998,99.3999,99.33,99.3999,0.06,IB,12,2023-01-12
R2304AE,0,365,180352.15,5,99.4916,99.45,99.6,99.45,99.45,0.25,IB,12,2023-01-12
R2306A,0,5050,520993.14,20,99.657,99.85,99.9498,99.45,99.9498,0.1,IB,12,2023-01-12
R2403A,0,2600,250424.0,15,94.0266,94.01,94.25,94.0,94.0,0.03,IB,12,2023-01-12
R2410A,0,5364,500891.35,26,92.6202,92.65,92.651,92.6,92.65,0.01,IB,12,2023-01-12
R2412A,0,428,40095.41,11,93.6306,94.0,94.0,93.378,93.99,0.36,IB,12,2023-01-12
R2504A,0,387,38292.64,2,95.0774,95.05,95.1,95.05,95.1,0.63,IB,12,2023-01-12
R2509A,0,475,48449.01,14,100.047,100.0,100.137,99.86,100.137,-0.03,IB,12,2023-01-12
R2603AE,0,150,68008.06,8,90.9116,91.01,91.01,90.9,90.9,-1.1,IB,12,2023-01-12
R2612AE,0,59,26156.47,2,90.0,90.0,90.0,90.0,90.0,0.0,IB,12,2023-01-12
R2307A,MINISTERUL FINANTELOR OBLIGATIUNI 2023,206,20429.02,2,97.77,97.77,97.77,97.77,97.77,0.0,IB,12,2023-01-12
R2312A,MINISTERUL FINANTELOR PUBLICE,7969,767767.44,49,96.1807,96.36,96.4,96.001,96.38,-0.04,IB,12,2023-01-12
R2408A,0,72,6918.26,2,94.4969,94.49,94.5,94.49,94.5,0.0,IB,12,2023-01-12
R2508AE,0,621,287426.61,15,93.2729,93.5,94.37,93.0,94.37,1.47,IB,12,2023-01-12
R2512AE,0,1324,606561.16,16,92.9447,92.9999,93.0,92.1,92.1,-0.97,IB,12,2023-01-12
HUE26B,CONSILIUL JUDETEAN HUNEDOARA,14,305.25,1,100.0,100.0,100.0,100.0,100.0,0.0,CB,13,2023-01-13
