Symbol,Company_name,Face_value,Close ,Change_%,Open,High,Low,Avg_price,Volume,Turnover,No_of_trades,52_High,52_Min,Date
STK,STK EMERGENT,200,62.5,4.17,60.0,62.5,60.0,60.6333,45,2728.5,5,66.5,54.0,2023-01-09
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.176,-0.01,18.348,18.348,18.0,18.1694,7422,134853.576,135,18.946,15.64,2023-01-10
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.89,-1.3,18.22,18.22,17.76,17.946,8055,144555.606,142,18.946,15.64,2023-01-11
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.858,-0.18,17.902,18.198,17.78,17.9063,6862,122873.41,122,18.946,15.64,2023-01-12
STK,STK EMERGENT,200,64.0,0.0,63.0,64.0,63.0,63.0322,310,19540.0,3,66.5,54.0,2023-01-12
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.12,1.22,17.8,18.136,17.8,17.8973,7821,139975.44,137,18.946,15.64,2023-01-13
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.152,-0.02,18.156,18.156,17.998,18.1127,5381,97464.92,77,18.946,15.64,2023-01-14
STK,STK EMERGENT,200,64.5,0.78,64.0,64.5,64.0,64.0004,4891,313026.0,4,66.5,54.0,2023-01-14
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.162,-0.38,18.25,18.3,18.15,18.228,3426,62449.38,69,18.946,15.64,2023-01-15
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.3,-0.03,18.25,18.306,18.24,18.2755,3120,57019.57,72,18.946,15.64,2023-01-16
STK,STK EMERGENT,200,64.5,0.0,63.5,64.5,63.5,63.75,4,255.0,2,66.5,54.0,2023-01-16
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.242,0.15,18.298,18.3,18.16,18.2538,3077,56167.104,71,18.946,15.64,2023-01-17
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.266,0.37,18.27,18.27,18.18,18.2481,7324,133649.386,74,18.946,15.64,2023-01-18
STK,STK EMERGENT,200,64.5,0.0,64.0,64.5,64.0,64.0002,8304,531458.0,3,66.5,54.0,2023-01-18
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.83,-1.84,18.22,18.22,17.78,17.9159,20182,361579.832,230,18.946,15.64,2023-01-19
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.564,-0.3,17.884,17.884,17.49,17.5597,13769,241779.544,206,18.946,15.64,2023-01-20
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.59,0.31,17.59,17.638,17.5,17.5966,10834,190642.018,144,18.946,15.64,2023-01-21
STK,STK EMERGENT,200,67.0,3.88,64.5,67.0,64.5,65.7432,74,4865.0,7,67.0,54.0,2023-01-21
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.212,1.75,17.854,18.4,17.854,18.1305,12135,220013.926,104,18.946,15.64,2023-01-22
STK,STK EMERGENT,200,67.5,0.75,67.0,67.5,67.0,67.05,10,670.5,4,67.5,54.0,2023-01-22
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.3,2.06,18.2,18.326,18.2,18.2899,5747,105112.296,107,18.946,15.64,2023-01-23
